# (t) (U) (pS) 
0.000000 -0.000000 0.000000
0.000054 0.000000 0.000000
0.000108 0.000000 0.000000
0.000162 0.000000 0.000000
0.000217 0.000000 0.000000
0.000271 0.000000 0.000000
0.000325 0.000000 0.000000
0.000379 0.000000 0.000000
0.000433 0.000000 0.000000
0.000487 0.000000 0.000000
0.000542 0.000000 0.000000
0.000596 0.000000 0.000000
0.000650 0.000000 0.000000
0.000704 0.000000 0.000000
0.000758 0.000000 0.000000
0.000812 0.000000 0.000000
0.000866 0.000000 0.000000
0.000921 0.000000 0.000000
0.000975 0.000000 0.000000
0.001029 0.000000 0.000000
0.001083 0.000000 0.000000
0.001137 0.000000 0.000000
0.001191 0.000000 0.000000
0.001245 0.000000 0.000000
0.001300 0.000000 0.000000
0.001354 0.000000 0.000000
0.001408 0.000000 0.000000
0.001462 0.000000 0.000000
0.001516 0.000000 0.000000
0.001570 0.000000 0.000000
0.001625 0.000000 0.000000
0.001679 0.000000 0.000000
0.001733 0.000000 0.000000
0.001787 0.000000 0.000000
0.001841 0.000000 0.000000
0.001895 0.000000 0.000000
0.001949 0.000000 0.000000
0.002004 0.000000 0.000000
0.002058 0.000000 0.000000
0.002112 0.000000 0.000000
0.002166 0.000000 0.000000
0.002220 0.000000 0.000000
0.002274 0.000000 0.000000
0.002329 0.000000 0.000000
0.002383 0.000000 0.000000
0.002437 0.000000 0.000000
0.002491 0.000000 0.000000
0.002545 0.000000 0.000000
0.002599 0.000000 0.000000
0.002653 0.000000 0.000000
0.002708 0.000000 0.000000
0.002762 0.000000 0.000000
0.002816 0.000000 0.000000
0.002870 0.000000 0.000000
0.002924 0.000000 0.000000
0.002978 0.000000 0.000000
0.003032 0.000000 0.000000
0.003087 0.000000 0.000000
0.003141 0.000000 0.000000
0.003195 0.000000 0.000000
0.003249 0.000000 0.000000
0.003303 0.000000 0.000000
0.003357 0.000000 0.000000
0.003412 0.000000 0.000000
0.003466 0.000000 0.000000
0.003520 0.000000 0.000000
0.003574 0.000000 0.000000
0.003628 0.000000 0.000000
0.003682 0.000000 0.000000
0.003736 0.000000 0.000000
0.003791 0.000000 0.000000
0.003845 0.000000 0.000000
0.003899 0.000000 0.000000
0.003953 0.000000 0.000000
0.004007 0.000000 0.000000
0.004061 0.000000 0.000000
0.004116 0.000000 0.000000
0.004170 0.000000 0.000000
0.004224 0.000000 0.000000
0.004278 0.000000 0.000000
0.004332 0.000000 0.000000
0.004386 0.000000 0.000000
0.004440 0.000000 0.000000
0.004495 0.000000 0.000000
0.004549 0.000000 0.000000
0.004603 0.000000 0.000000
0.004657 0.000000 0.000000
0.004711 0.000000 0.000000
0.004765 0.000000 0.000000
0.004819 0.000000 0.000000
0.004874 0.000000 0.000000
0.004928 0.000000 0.000000
0.004982 0.000000 0.000000
0.005036 0.000000 0.000000
0.005090 0.000000 0.000000
0.005144 0.000000 0.000000
0.005199 0.000000 0.000000
0.005253 0.000000 0.000000
0.005307 0.000000 0.000000
0.005361 0.000000 0.000000
0.005415 0.000000 0.000000
0.005469 0.000000 0.000000
0.005523 0.000000 0.000000
0.005578 0.000000 0.000000
0.005632 0.000000 0.000000
0.005686 0.000000 0.000000
0.005740 0.000000 0.000000
0.005794 0.000000 0.000000
0.005848 0.000000 0.000000
0.005903 0.000000 0.000000
0.005957 0.000000 0.000000
0.006011 0.000000 0.000000
0.006065 0.000000 0.000000
0.006119 0.000000 0.000000
0.006173 0.000000 0.000000
0.006227 0.000000 0.000000
0.006282 0.000000 0.000000
0.006336 0.000000 0.000000
0.006390 0.000000 0.000000
0.006444 0.000000 0.000000
0.006498 0.000000 0.000000
0.006552 0.000000 0.000000
0.006606 0.000000 0.000000
0.006661 0.000000 0.000000
0.006715 0.000000 0.000000
0.006769 0.000000 0.000000
0.006823 0.000000 0.000000
0.006877 0.000000 0.000000
0.006931 0.000000 0.000000
0.006986 0.000000 0.000000
0.007040 0.000000 0.000000
0.007094 0.000000 0.000000
0.007148 0.000000 0.000000
0.007202 0.000000 0.000000
0.007256 0.000000 0.000000
0.007310 0.000000 0.000000
0.007365 0.000000 0.000000
0.007419 0.000000 0.000000
0.007473 0.000000 0.000000
0.007527 0.000000 0.000000
0.007581 0.000000 0.000000
0.007635 0.000000 0.000000
0.007690 0.000000 0.000000
0.007744 0.000000 0.000000
0.007798 0.000000 0.000000
0.007852 0.000000 0.000000
0.007906 0.000000 0.000000
0.007960 0.000000 0.000000
0.008014 0.000000 0.000000
0.008069 0.000000 0.000000
0.008123 0.000000 0.000000
0.008177 0.000000 0.000000
0.008231 0.000000 0.000000
0.008285 0.000000 0.000000
0.008339 0.000000 0.000000
0.008394 0.000000 0.000000
0.008448 0.000000 0.000000
0.008502 0.000000 0.000000
0.008556 0.000000 0.000000
0.008610 0.000000 0.000000
0.008664 0.000000 0.000000
0.008718 0.000000 0.000000
0.008773 0.000000 0.000000
0.008827 0.000000 0.000000
0.008881 0.000000 0.000000
0.008935 0.000000 0.000000
0.008989 0.000000 0.000000
0.009043 0.000000 0.000000
0.009097 0.000000 0.000000
0.009152 0.000000 0.000000
0.009206 0.000000 0.000000
0.009260 0.000000 0.000000
0.009314 0.000000 0.000000
0.009368 0.000000 0.000000
0.009422 0.000000 0.000000
0.009477 0.000000 0.000000
0.009531 0.000000 0.000000
0.009585 0.000000 0.000000
0.009639 0.000000 0.000000
0.009693 0.000000 0.000000
0.009747 0.000000 0.000000
0.009801 0.000000 0.000000
0.009856 0.000000 0.000000
0.009910 0.000000 0.000000
0.009964 0.000000 0.000000
0.010018 0.000000 0.000000
0.010072 0.000000 0.000000
0.010126 0.000000 0.000000
0.010181 0.000000 0.000000
0.010235 0.000000 0.000000
0.010289 0.000000 0.000000
0.010343 0.000000 0.000000
0.010397 0.000000 0.000000
0.010451 0.000000 0.000000
0.010505 0.000000 0.000000
0.010560 0.000000 0.000000
0.010614 0.000000 0.000000
0.010668 0.000000 0.000000
0.010722 0.000000 0.000000
0.010776 0.000000 0.000000
0.010830 0.000000 0.000000
0.010884 0.000000 0.000000
0.010939 0.000000 0.000000
0.010993 0.000000 0.000000
0.011047 0.000000 0.000000
0.011101 0.000000 0.000000
0.011155 0.000000 0.000000
0.011209 0.000000 0.000000
0.011264 0.000000 0.000000
0.011318 0.000000 0.000000
0.011372 0.000000 0.000000
0.011426 0.000000 0.000000
0.011480 0.000000 0.000000
0.011534 0.000000 0.000000
0.011588 0.000000 0.000000
0.011643 0.000000 0.000000
0.011697 0.000000 0.000000
0.011751 0.000000 0.000000
0.011805 0.000000 0.000000
0.011859 0.000000 0.000000
0.011913 0.000000 0.000000
0.011968 0.000000 0.000000
0.012022 0.000000 0.000000
0.012076 0.000000 0.000000
0.012130 0.000000 0.000000
0.012184 0.000000 0.000000
0.012238 0.000000 0.000000
0.012292 0.000000 0.000000
0.012347 0.000000 0.000000
0.012401 0.000000 0.000000
0.012455 0.000000 0.000000
0.012509 0.000000 0.000000
0.012563 0.000000 0.000000
0.012617 0.000000 0.000000
0.012671 0.000000 0.000000
0.012726 0.000000 0.000000
0.012780 0.000000 0.000000
0.012834 0.000000 0.000000
0.012888 0.000000 0.000000
0.012942 0.000000 0.000000
0.012996 0.000000 0.000000
0.013051 0.000000 0.000000
0.013105 0.000000 0.000000
0.013159 0.000000 0.000000
0.013213 0.000000 0.000000
0.013267 0.000000 0.000000
0.013321 0.000000 0.000000
0.013375 0.000000 0.000000
0.013430 0.000000 0.000000
0.013484 0.000000 0.000000
0.013538 0.000000 0.000000
0.013592 0.000000 0.000000
0.013646 0.000000 0.000000
0.013700 0.000000 0.000000
0.013755 0.000000 0.000000
0.013809 0.000000 0.000000
0.013863 0.000000 0.000000
0.013917 0.000000 0.000000
0.013971 0.000000 0.000000
0.014025 0.000000 0.000000
0.014079 0.000000 0.000000
0.014134 0.000000 0.000000
0.014188 0.000000 0.000000
0.014242 0.000000 0.000000
0.014296 0.000000 0.000000
0.014350 0.000000 0.000000
0.014404 0.000000 0.000000
0.014458 0.000000 0.000000
0.014513 0.000000 0.000000
0.014567 0.000000 0.000000
0.014621 0.000000 0.000000
0.014675 0.000000 0.000000
0.014729 0.000000 0.000000
0.014783 0.000000 0.000000
0.014838 0.000000 0.000000
0.014892 0.000000 0.000000
0.014946 0.000000 0.000000
0.015000 0.000000 0.000000
0.015054 0.000000 0.000000
0.015108 0.000000 0.000000
0.015162 0.000000 0.000000
0.015217 0.000000 0.000000
0.015271 0.000000 0.000000
0.015325 0.000000 0.000000
0.015379 0.000000 0.000000
0.015433 0.000000 0.000000
0.015487 0.000000 0.000000
0.015542 0.000000 0.000000
0.015596 0.000000 0.000000
0.015650 0.000000 0.000000
0.015704 0.000000 0.000000
0.015758 0.000000 0.000000
0.015812 0.000000 0.000000
0.015866 0.000000 0.000000
0.015921 0.000000 0.000000
0.015975 0.000000 0.000000
0.016029 0.000000 0.000000
0.016083 0.000000 0.000000
0.016137 0.000000 0.000000
0.016191 0.000000 0.000000
0.016245 0.000000 0.000000
0.016300 0.000000 0.000000
0.016354 0.000000 0.000000
0.016408 0.000000 0.000000
0.016462 0.000000 0.000000
0.016516 0.000000 0.000000
0.016570 0.000000 0.000000
0.016625 0.000000 0.000000
0.016679 0.000000 0.000000
0.016733 0.000000 0.000000
0.016787 0.000000 0.000000
0.016841 0.000000 0.000000
0.016895 0.000000 0.000000
0.016949 0.000000 0.000000
0.017004 0.000000 0.000000
0.017058 0.000000 0.000000
0.017112 0.000000 0.000000
0.017166 0.000000 0.000000
0.017220 0.000000 0.000000
0.017274 0.000000 0.000000
0.017329 0.000000 0.000000
0.017383 0.000000 0.000000
0.017437 0.000000 0.000000
0.017491 0.000000 0.000000
0.017545 0.000000 0.000000
0.017599 0.000000 0.000000
0.017653 0.000000 0.000000
0.017708 0.000000 0.000000
0.017762 0.000000 0.000000
0.017816 0.000000 0.000000
0.017870 0.000000 0.000000
0.017924 0.000000 0.000000
0.017978 0.000000 0.000000
0.018032 0.000000 0.000000
0.018087 0.000000 0.000000
0.018141 0.000000 0.000000
0.018195 0.000000 0.000000
0.018249 0.000000 0.000000
0.018303 0.000000 0.000000
0.018357 0.000000 0.000000
0.018412 0.000000 0.000000
0.018466 0.000000 0.000000
0.018520 0.000000 0.000000
0.018574 0.000000 0.000000
0.018628 0.000000 0.000000
0.018682 0.000000 0.000000
0.018736 0.000000 0.000000
0.018791 0.000000 0.000000
0.018845 0.000000 0.000000
0.018899 0.000000 0.000000
0.018953 0.000000 0.000000
0.019007 0.000000 0.000000
0.019061 0.000000 0.000000
0.019116 0.000000 0.000000
0.019170 0.000000 0.000000
0.019224 0.000000 0.000000
0.019278 0.000000 0.000000
0.019332 0.000000 0.000000
0.019386 0.000000 0.000000
0.019440 0.000000 0.000000
0.019495 0.000000 0.000000
0.019549 0.000000 0.000000
0.019603 0.000000 0.000000
0.019657 0.000000 0.000000
0.019711 0.000000 0.000000
0.019765 0.000000 0.000000
0.019819 0.000000 0.000000
0.019874 0.000000 0.000000
0.019928 0.000000 0.000000
0.019982 0.000000 0.000000
0.020036 0.000000 0.000000
0.020090 0.000000 0.000000
0.020144 0.000000 0.000000
0.020199 0.000000 0.000000
0.020253 0.000000 0.000000
0.020307 0.000000 0.000000
0.020361 0.000000 0.000000
0.020415 0.000000 0.000000
0.020469 0.000000 0.000000
0.020523 0.000000 0.000000
0.020578 0.000000 0.000000
0.020632 0.000000 0.000000
0.020686 0.000000 0.000000
0.020740 0.000000 0.000000
0.020794 0.000000 0.000000
0.020848 0.000000 0.000000
0.020903 0.000000 0.000000
0.020957 0.000000 0.000000
0.021011 0.000000 0.000000
0.021065 0.000000 0.000000
0.021119 0.000000 0.000000
0.021173 0.000000 0.000000
0.021227 0.000000 0.000000
0.021282 0.000000 0.000000
0.021336 0.000000 0.000000
0.021390 0.000000 0.000000
0.021444 0.000000 0.000000
0.021498 0.000000 0.000000
0.021552 0.000000 0.000000
0.021606 0.000000 0.000000
0.021661 0.000000 0.000000
0.021715 0.000000 0.000000
0.021769 0.000000 0.000000
0.021823 0.000000 0.000000
0.021877 0.000000 0.000000
0.021931 0.000000 0.000000
0.021986 0.000000 0.000000
0.022040 0.000000 0.000000
0.022094 0.000000 0.000000
0.022148 0.000000 0.000000
0.022202 0.000000 0.000000
0.022256 0.000000 0.000000
0.022310 0.000000 0.000000
0.022365 0.000000 0.000000
0.022419 0.000000 0.000000
0.022473 0.000000 0.000000
0.022527 0.000000 0.000000
0.022581 0.000000 0.000000
0.022635 0.000000 0.000000
0.022690 0.000000 0.000000
0.022744 0.000000 0.000000
0.022798 0.000000 0.000000
0.022852 0.000000 0.000000
0.022906 0.000000 0.000000
0.022960 0.000000 0.000000
0.023014 0.000000 0.000000
0.023069 0.000000 0.000000
0.023123 0.000000 0.000000
0.023177 0.000000 0.000000
0.023231 0.000000 0.000000
0.023285 0.000000 0.000000
0.023339 0.000000 0.000000
0.023394 0.000000 0.000000
0.023448 0.000000 0.000000
0.023502 0.000000 0.000000
0.023556 0.000000 0.000000
0.023610 0.000000 0.000000
0.023664 0.000000 0.000000
0.023718 0.000000 0.000000
0.023773 0.000000 0.000000
0.023827 0.000000 0.000000
0.023881 0.000000 0.000000
0.023935 0.000000 0.000000
0.023989 0.000000 0.000000
0.024043 0.000000 0.000000
0.024097 0.000000 0.000000
0.024152 0.000000 0.000000
0.024206 0.000000 0.000000
0.024260 0.000000 0.000000
0.024314 0.000000 0.000000
0.024368 0.000000 0.000000
0.024422 0.000000 0.000000
0.024477 0.000000 0.000000
0.024531 0.000000 0.000000
0.024585 0.000000 0.000000
0.024639 0.000000 0.000000
0.024693 0.000000 0.000000
0.024747 0.000000 0.000000
0.024801 0.000000 0.000000
0.024856 0.000000 0.000000
0.024910 0.000000 0.000000
0.024964 0.000000 0.000000
0.025018 0.000000 0.000000
0.025072 0.000000 0.000000
0.025126 0.000000 0.000000
0.025181 0.000000 0.000000
0.025235 0.000000 0.000000
0.025289 0.000000 0.000000
0.025343 0.000000 0.000000
0.025397 0.000000 0.000000
0.025451 0.000000 0.000000
0.025505 0.000000 0.000000
0.025560 0.000000 0.000000
0.025614 0.000000 0.000000
0.025668 0.000000 0.000000
0.025722 0.000000 0.000000
0.025776 0.000000 0.000000
0.025830 0.000000 0.000000
0.025884 0.000000 0.000000
0.025939 0.000000 0.000000
0.025993 0.000000 0.000000
0.026047 0.000000 0.000000
0.026101 0.000000 0.000000
0.026155 0.000000 0.000000
0.026209 0.000000 0.000000
0.026264 0.000000 0.000000
0.026318 0.000000 0.000000
0.026372 0.000000 0.000000
0.026426 0.000000 0.000000
0.026480 0.000000 0.000000
0.026534 0.000000 0.000000
0.026588 0.000000 0.000000
0.026643 0.000000 0.000000
0.026697 0.000000 0.000000
0.026751 0.000000 0.000000
0.026805 0.000000 0.000000
0.026859 0.000000 0.000000
0.026913 0.000000 0.000000
0.026968 0.000000 0.000000
0.027022 0.000000 0.000000
0.027076 0.000000 0.000000
0.027130 0.000000 0.000000
0.027184 0.000000 0.000000
0.027238 0.000000 0.000000
0.027292 0.000000 0.000000
0.027347 0.000000 0.000000
0.027401 0.000000 0.000000
0.027455 0.000000 0.000000
0.027509 0.000000 0.000000
0.027563 0.000000 0.000000
0.027617 0.000000 0.000000
0.027671 0.000000 0.000000
0.027726 0.000000 0.000000
0.027780 0.000000 0.000000
0.027834 0.000000 0.000000
0.027888 0.000000 0.000000
0.027942 0.000000 0.000000
0.027996 0.000000 0.000000
0.028051 0.000000 0.000000
0.028105 0.000000 0.000000
0.028159 0.000000 0.000000
0.028213 0.000000 0.000000
0.028267 0.000000 0.000000
0.028321 0.000000 0.000000
0.028375 0.000000 0.000000
0.028430 0.000000 0.000000
0.028484 0.000000 0.000000
0.028538 0.000000 0.000000
0.028592 0.000000 0.000000
0.028646 0.000000 0.000000
0.028700 0.000000 0.000000
0.028755 0.000000 0.000000
0.028809 0.000000 0.000000
0.028863 0.000000 0.000000
0.028917 0.000000 0.000000
0.028971 0.000000 0.000000
0.029025 0.000000 0.000000
0.029079 0.000000 0.000000
0.029134 0.000000 0.000000
0.029188 0.000000 0.000000
0.029242 0.000000 0.000000
0.029296 0.000000 0.000000
