# (t) (U) (pS) 
0.000000 -0.000000 0.000000
0.000047 0.000000 0.000000
0.000094 0.000000 0.000000
0.000141 0.000000 0.000000
0.000188 0.000000 0.000000
0.000236 0.000000 0.000000
0.000283 0.000000 0.000000
0.000330 0.000000 0.000000
0.000377 0.000000 0.000000
0.000424 0.000000 0.000000
0.000471 0.000000 0.000000
0.000518 0.000000 0.000000
0.000565 0.000000 0.000000
0.000612 0.000000 0.000000
0.000660 0.000000 0.000000
0.000707 0.000000 0.000000
0.000754 0.000000 0.000000
0.000801 0.000000 0.000000
0.000848 0.000000 0.000000
0.000895 0.000000 0.000000
0.000942 0.000000 0.000000
0.000989 0.000000 0.000000
0.001036 0.000000 0.000000
0.001084 0.000000 0.000000
0.001131 0.000000 0.000000
0.001178 0.000000 0.000000
0.001225 0.000000 0.000000
0.001272 0.000000 0.000000
0.001319 0.000000 0.000000
0.001366 0.000000 0.000000
0.001413 0.000000 0.000000
0.001460 0.000000 0.000000
0.001508 0.000000 0.000000
0.001555 0.000000 0.000000
0.001602 0.000000 0.000000
0.001649 0.000000 0.000000
0.001696 0.000000 0.000000
0.001743 0.000000 0.000000
0.001790 0.000000 0.000000
0.001837 0.000000 0.000000
0.001884 0.000000 0.000000
0.001932 0.000000 0.000000
0.001979 0.000000 0.000000
0.002026 0.000000 0.000000
0.002073 0.000000 0.000000
0.002120 0.000000 0.000000
0.002167 0.000000 0.000000
0.002214 0.000000 0.000000
0.002261 0.000000 0.000000
0.002308 0.000000 0.000000
0.002356 0.000000 0.000000
0.002403 0.000000 0.000000
0.002450 0.000000 0.000000
0.002497 0.000000 0.000000
0.002544 0.000000 0.000000
0.002591 0.000000 0.000000
0.002638 0.000000 0.000000
0.002685 0.000000 0.000000
0.002732 0.000000 0.000000
0.002780 0.000000 0.000000
0.002827 0.000000 0.000000
0.002874 0.000000 0.000000
0.002921 0.000000 0.000000
0.002968 0.000000 0.000000
0.003015 0.000000 0.000000
0.003062 0.000000 0.000000
0.003109 0.000000 0.000000
0.003156 0.000000 0.000000
0.003204 0.000000 0.000000
0.003251 0.000000 0.000000
0.003298 0.000000 0.000000
0.003345 0.000000 0.000000
0.003392 0.000000 0.000000
0.003439 0.000000 0.000000
0.003486 0.000000 0.000000
0.003533 0.000000 0.000000
0.003581 0.000000 0.000000
0.003628 0.000000 0.000000
0.003675 0.000000 0.000000
0.003722 0.000000 0.000000
0.003769 0.000000 0.000000
0.003816 0.000000 0.000000
0.003863 0.000000 0.000000
0.003910 0.000000 0.000000
0.003957 0.000000 0.000000
0.004005 0.000000 0.000000
0.004052 0.000000 0.000000
0.004099 0.000000 0.000000
0.004146 0.000000 0.000000
0.004193 0.000000 0.000000
0.004240 0.000000 0.000000
0.004287 0.000000 0.000000
0.004334 0.000000 0.000000
0.004381 0.000000 0.000000
0.004429 0.000000 0.000000
0.004476 0.000000 0.000000
0.004523 0.000000 0.000000
0.004570 0.000000 0.000000
0.004617 0.000000 0.000000
0.004664 0.000000 0.000000
0.004711 0.000000 0.000000
0.004758 0.000000 0.000000
0.004805 0.000000 0.000000
0.004853 0.000000 0.000000
0.004900 0.000000 0.000000
0.004947 0.000000 0.000000
0.004994 0.000000 0.000000
0.005041 0.000000 0.000000
0.005088 0.000000 0.000000
0.005135 0.000000 0.000000
0.005182 0.000000 0.000000
0.005229 0.000000 0.000000
0.005277 0.000000 0.000000
0.005324 0.000000 0.000000
0.005371 0.000000 0.000000
0.005418 0.000000 0.000000
0.005465 0.000000 0.000000
0.005512 0.000000 0.000000
0.005559 0.000000 0.000000
0.005606 0.000000 0.000000
0.005653 0.000000 0.000000
0.005701 0.000000 0.000000
0.005748 0.000000 0.000000
0.005795 0.000000 0.000000
0.005842 0.000000 0.000000
0.005889 0.000000 0.000000
0.005936 0.000000 0.000000
0.005983 0.000000 0.000000
0.006030 0.000000 0.000000
0.006077 0.000000 0.000000
0.006125 0.000000 0.000000
0.006172 0.000000 0.000000
0.006219 0.000000 0.000000
0.006266 0.000000 0.000000
0.006313 0.000000 0.000000
0.006360 0.000000 0.000000
0.006407 0.000000 0.000000
0.006454 0.000000 0.000000
0.006501 0.000000 0.000000
0.006549 0.000000 0.000000
0.006596 0.000000 0.000000
0.006643 0.000000 0.000000
0.006690 0.000000 0.000000
0.006737 0.000000 0.000000
0.006784 0.000000 0.000000
0.006831 0.000000 0.000000
0.006878 0.000000 0.000000
0.006925 0.000000 0.000000
0.006973 0.000000 0.000000
0.007020 0.000000 0.000000
0.007067 0.000000 0.000000
0.007114 0.000000 0.000000
0.007161 0.000000 0.000000
0.007208 0.000000 0.000000
0.007255 0.000000 0.000000
0.007302 0.000000 0.000000
0.007349 0.000000 0.000000
0.007397 0.000000 0.000000
0.007444 0.000000 0.000000
0.007491 0.000000 0.000000
0.007538 0.000000 0.000000
0.007585 0.000000 0.000000
0.007632 0.000000 0.000000
0.007679 0.000000 0.000000
0.007726 0.000000 0.000000
0.007773 0.000000 0.000000
0.007821 0.000000 0.000000
0.007868 0.000000 0.000000
0.007915 0.000000 0.000000
0.007962 0.000000 0.000000
0.008009 0.000000 0.000000
0.008056 0.000000 0.000000
0.008103 0.000000 0.000000
0.008150 0.000000 0.000000
0.008197 0.000000 0.000000
0.008245 0.000000 0.000000
0.008292 0.000000 0.000000
0.008339 0.000000 0.000000
0.008386 0.000000 0.000000
0.008433 0.000000 0.000000
0.008480 0.000000 0.000000
0.008527 0.000000 0.000000
0.008574 0.000000 0.000000
0.008621 0.000000 0.000000
0.008669 0.000000 0.000000
0.008716 0.000000 0.000000
0.008763 0.000000 0.000000
0.008810 0.000000 0.000000
0.008857 0.000000 0.000000
0.008904 0.000000 0.000000
0.008951 0.000000 0.000000
0.008998 0.000000 0.000000
0.009045 0.000000 0.000000
0.009093 0.000000 0.000000
0.009140 0.000000 0.000000
0.009187 0.000000 0.000000
0.009234 0.000000 0.000000
0.009281 0.000000 0.000000
0.009328 0.000000 0.000000
0.009375 0.000000 0.000000
0.009422 0.000000 0.000000
0.009469 0.000000 0.000000
0.009517 0.000000 0.000000
0.009564 0.000000 0.000000
0.009611 0.000000 0.000000
0.009658 0.000000 0.000000
0.009705 0.000000 0.000000
0.009752 0.000000 0.000000
0.009799 0.000000 0.000000
0.009846 0.000000 0.000000
0.009894 0.000000 0.000000
0.009941 0.000000 0.000000
0.009988 0.000000 0.000000
0.010035 0.000000 0.000000
0.010082 0.000000 0.000000
0.010129 0.000000 0.000000
0.010176 0.000000 0.000000
0.010223 0.000000 0.000000
0.010270 0.000000 0.000000
0.010318 0.000000 0.000000
0.010365 0.000000 0.000000
0.010412 0.000000 0.000000
0.010459 0.000000 0.000000
0.010506 0.000000 0.000000
0.010553 0.000000 0.000000
0.010600 0.000000 0.000000
0.010647 0.000000 0.000000
0.010694 0.000000 0.000000
0.010742 0.000000 0.000000
0.010789 0.000000 0.000000
0.010836 0.000000 0.000000
0.010883 0.000000 0.000000
0.010930 0.000000 0.000000
0.010977 0.000000 0.000000
0.011024 0.000000 0.000000
0.011071 0.000000 0.000000
0.011118 0.000000 0.000000
0.011166 0.000000 0.000000
0.011213 0.000000 0.000000
0.011260 0.000000 0.000000
0.011307 0.000000 0.000000
0.011354 0.000000 0.000000
0.011401 0.000000 0.000000
0.011448 0.000000 0.000000
0.011495 0.000000 0.000000
0.011542 0.000000 0.000000
0.011590 0.000000 0.000000
0.011637 0.000000 0.000000
0.011684 0.000000 0.000000
0.011731 0.000000 0.000000
0.011778 0.000000 0.000000
0.011825 0.000000 0.000000
0.011872 0.000000 0.000000
0.011919 0.000000 0.000000
0.011966 0.000000 0.000000
0.012014 0.000000 0.000000
0.012061 0.000000 0.000000
0.012108 0.000000 0.000000
0.012155 0.000000 0.000000
0.012202 0.000000 0.000000
0.012249 0.000000 0.000000
0.012296 0.000000 0.000000
0.012343 0.000000 0.000000
0.012390 0.000000 0.000000
0.012438 0.000000 0.000000
0.012485 0.000000 0.000000
0.012532 0.000000 0.000000
0.012579 0.000000 0.000000
0.012626 0.000000 0.000000
0.012673 0.000000 0.000000
0.012720 0.000000 0.000000
0.012767 0.000000 0.000000
0.012814 0.000000 0.000000
0.012862 0.000000 0.000000
0.012909 0.000000 0.000000
0.012956 0.000000 0.000000
0.013003 0.000000 0.000000
0.013050 0.000000 0.000000
0.013097 0.000000 0.000000
0.013144 0.000000 0.000000
0.013191 0.000000 0.000000
0.013238 0.000000 0.000000
0.013286 0.000000 0.000000
0.013333 0.000000 0.000000
0.013380 0.000000 0.000000
0.013427 0.000000 0.000000
0.013474 0.000000 0.000000
0.013521 0.000000 0.000000
0.013568 0.000000 0.000000
0.013615 0.000000 0.000000
0.013662 0.000000 0.000000
0.013710 0.000000 0.000000
0.013757 0.000000 0.000000
0.013804 0.000000 0.000000
0.013851 0.000000 0.000000
0.013898 0.000000 0.000000
0.013945 0.000000 0.000000
0.013992 0.000000 0.000000
0.014039 0.000000 0.000000
0.014086 0.000000 0.000000
0.014134 0.000000 0.000000
0.014181 0.000000 0.000000
0.014228 0.000000 0.000000
0.014275 0.000000 0.000000
0.014322 0.000000 0.000000
0.014369 0.000000 0.000000
0.014416 0.000000 0.000000
0.014463 0.000000 0.000000
0.014510 0.000000 0.000000
0.014558 0.000000 0.000000
0.014605 0.000000 0.000000
0.014652 0.000000 0.000000
0.014699 0.000000 0.000000
0.014746 0.000000 0.000000
0.014793 0.000000 0.000000
0.014840 0.000000 0.000000
0.014887 0.000000 0.000000
0.014934 0.000000 0.000000
0.014982 0.000000 0.000000
