# (t) (U) (pS) 
0.000000 -0.000000 0.000000
0.000051 0.000000 0.000000
0.000101 0.000000 0.000000
0.000152 0.000000 0.000000
0.000202 0.000000 0.000000
0.000253 0.000000 0.000000
0.000303 0.000000 0.000000
0.000354 0.000000 0.000000
0.000404 0.000000 0.000000
0.000455 0.000000 0.000000
0.000505 0.000000 0.000000
0.000556 0.000000 0.000000
0.000606 0.000000 0.000000
0.000657 0.000000 0.000000
0.000708 0.000000 0.000000
0.000758 0.000000 0.000000
0.000809 0.000000 0.000000
0.000859 0.000000 0.000000
0.000910 0.000000 0.000000
0.000960 0.000000 0.000000
0.001011 0.000000 0.000000
0.001061 0.000000 0.000000
0.001112 0.000000 0.000000
0.001162 0.000000 0.000000
0.001213 0.000000 0.000000
0.001264 0.000000 0.000000
0.001314 0.000000 0.000000
0.001365 0.000000 0.000000
0.001415 0.000000 0.000000
0.001466 0.000000 0.000000
0.001516 0.000000 0.000000
0.001567 0.000000 0.000000
0.001617 0.000000 0.000000
0.001668 0.000000 0.000000
0.001718 0.000000 0.000000
0.001769 0.000000 0.000000
0.001819 0.000000 0.000000
0.001870 0.000000 0.000000
0.001921 0.000000 0.000000
0.001971 0.000000 0.000000
0.002022 0.000000 0.000000
0.002072 0.000000 0.000000
0.002123 0.000000 0.000000
0.002173 0.000000 0.000000
0.002224 0.000000 0.000000
0.002274 0.000000 0.000000
0.002325 0.000000 0.000000
0.002375 0.000000 0.000000
0.002426 0.000000 0.000000
0.002477 0.000000 0.000000
0.002527 0.000000 0.000000
0.002578 0.000000 0.000000
0.002628 0.000000 0.000000
0.002679 0.000000 0.000000
0.002729 0.000000 0.000000
0.002780 0.000000 0.000000
0.002830 0.000000 0.000000
0.002881 0.000000 0.000000
0.002931 0.000000 0.000000
0.002982 0.000000 0.000000
0.003032 0.000000 0.000000
0.003083 0.000000 0.000000
0.003134 0.000000 0.000000
0.003184 0.000000 0.000000
0.003235 0.000000 0.000000
0.003285 0.000000 0.000000
0.003336 0.000000 0.000000
0.003386 0.000000 0.000000
0.003437 0.000000 0.000000
0.003487 0.000000 0.000000
0.003538 0.000000 0.000000
0.003588 0.000000 0.000000
0.003639 0.000000 0.000000
0.003690 0.000000 0.000000
0.003740 0.000000 0.000000
0.003791 0.000000 0.000000
0.003841 0.000000 0.000000
0.003892 0.000000 0.000000
0.003942 0.000000 0.000000
0.003993 0.000000 0.000000
0.004043 0.000000 0.000000
0.004094 0.000000 0.000000
0.004144 0.000000 0.000000
0.004195 0.000000 0.000000
0.004245 0.000000 0.000000
0.004296 0.000000 0.000000
0.004347 0.000000 0.000000
0.004397 0.000000 0.000000
0.004448 0.000000 0.000000
0.004498 0.000000 0.000000
0.004549 0.000000 0.000000
0.004599 0.000000 0.000000
0.004650 0.000000 0.000000
0.004700 0.000000 0.000000
0.004751 0.000000 0.000000
0.004801 0.000000 0.000000
0.004852 0.000000 0.000000
0.004903 0.000000 0.000000
