# (t) (U) (pS) 
0.000000 -0.000000 0.000000
0.000052 0.000000 0.000000
0.000105 0.000000 0.000000
0.000157 0.000000 0.000000
0.000209 0.000000 0.000000
0.000262 0.000000 0.000000
0.000314 0.000000 0.000000
0.000366 0.000000 0.000000
0.000419 0.000000 0.000000
0.000471 0.000000 0.000000
0.000523 0.000000 0.000000
0.000576 0.000000 0.000000
0.000628 0.000000 0.000000
0.000681 0.000000 0.000000
0.000733 0.000000 0.000000
0.000785 0.000000 0.000000
0.000838 0.000000 0.000000
0.000890 0.000000 0.000000
0.000942 0.000000 0.000000
0.000995 0.000000 0.000000
0.001047 0.000000 0.000000
0.001099 0.000000 0.000000
0.001152 0.000000 0.000000
0.001204 0.000000 0.000000
0.001256 0.000000 0.000000
0.001309 0.000000 0.000000
0.001361 0.000000 0.000000
0.001413 0.000000 0.000000
0.001466 0.000000 0.000000
0.001518 0.000000 0.000000
0.001570 0.000000 0.000000
0.001623 0.000000 0.000000
0.001675 0.000000 0.000000
0.001727 0.000000 0.000000
0.001780 0.000000 0.000000
0.001832 0.000000 0.000000
0.001884 0.000000 0.000000
0.001937 0.000000 0.000000
0.001989 0.000000 0.000000
0.002042 0.000000 0.000000
0.002094 0.000000 0.000000
0.002146 0.000000 0.000000
0.002199 0.000000 0.000000
0.002251 0.000000 0.000000
0.002303 0.000000 0.000000
0.002356 0.000000 0.000000
0.002408 0.000000 0.000000
0.002460 0.000000 0.000000
0.002513 0.000000 0.000000
0.002565 0.000000 0.000000
0.002617 0.000000 0.000000
0.002670 0.000000 0.000000
0.002722 0.000000 0.000000
0.002774 0.000000 0.000000
0.002827 0.000000 0.000000
0.002879 0.000000 0.000000
0.002931 0.000000 0.000000
0.002984 0.000000 0.000000
0.003036 0.000000 0.000000
0.003088 0.000000 0.000000
0.003141 0.000000 0.000000
0.003193 0.000000 0.000000
0.003245 0.000000 0.000000
0.003298 0.000000 0.000000
0.003350 0.000000 0.000000
0.003403 0.000000 0.000000
0.003455 0.000000 0.000000
0.003507 0.000000 0.000000
0.003560 0.000000 0.000000
0.003612 0.000000 0.000000
0.003664 0.000000 0.000000
0.003717 0.000000 0.000000
0.003769 0.000000 0.000000
0.003821 0.000000 0.000000
0.003874 0.000000 0.000000
0.003926 0.000000 0.000000
0.003978 0.000000 0.000000
0.004031 0.000000 0.000000
0.004083 0.000000 0.000000
0.004135 0.000000 0.000000
0.004188 0.000000 0.000000
0.004240 0.000000 0.000000
0.004292 0.000000 0.000000
0.004345 0.000000 0.000000
0.004397 0.000000 0.000000
0.004449 0.000000 0.000000
0.004502 0.000000 0.000000
0.004554 0.000000 0.000000
0.004606 0.000000 0.000000
0.004659 0.000000 0.000000
0.004711 0.000000 0.000000
0.004764 0.000000 0.000000
0.004816 0.000000 0.000000
0.004868 0.000000 0.000000
0.004921 0.000000 0.000000
0.004973 0.000000 0.000000
0.005025 0.000000 0.000000
0.005078 0.000000 0.000000
0.005130 0.000000 0.000000
0.005182 0.000000 0.000000
0.005235 0.000000 0.000000
0.005287 0.000000 0.000000
0.005339 0.000000 0.000000
0.005392 0.000000 0.000000
0.005444 0.000000 0.000000
0.005496 0.000000 0.000000
0.005549 0.000000 0.000000
0.005601 0.000000 0.000000
0.005653 0.000000 0.000000
0.005706 0.000000 0.000000
0.005758 0.000000 0.000000
0.005810 0.000000 0.000000
0.005863 0.000000 0.000000
0.005915 0.000000 0.000000
0.005968 0.000000 0.000000
