# (t) (U) (pS) 
0.000000 -0.000000 0.000000
0.000048 0.000000 0.000000
0.000096 0.000000 0.000000
0.000144 0.000000 0.000000
0.000191 0.000000 0.000000
0.000239 0.000000 0.000000
0.000287 0.000000 0.000000
0.000335 0.000000 0.000000
0.000383 0.000000 0.000000
0.000431 0.000000 0.000000
0.000478 0.000000 0.000000
0.000526 0.000000 0.000000
0.000574 0.000000 0.000000
0.000622 0.000000 0.000000
0.000670 0.000000 0.000000
0.000718 0.000000 0.000000
0.000765 0.000000 0.000000
0.000813 0.000000 0.000000
0.000861 0.000000 0.000000
0.000909 0.000000 0.000000
0.000957 0.000000 0.000000
0.001005 0.000000 0.000000
0.001052 0.000000 0.000000
0.001100 0.000000 0.000000
0.001148 0.000000 0.000000
0.001196 0.000000 0.000000
0.001244 0.000000 0.000000
0.001292 0.000000 0.000000
0.001339 0.000000 0.000000
0.001387 0.000000 0.000000
0.001435 0.000000 0.000000
0.001483 0.000000 0.000000
0.001531 0.000000 0.000000
0.001579 0.000000 0.000000
0.001626 0.000000 0.000000
0.001674 0.000000 0.000000
0.001722 0.000000 0.000000
0.001770 0.000000 0.000000
0.001818 0.000000 0.000000
0.001866 0.000000 0.000000
0.001913 0.000000 0.000000
0.001961 0.000000 0.000000
0.002009 0.000000 0.000000
0.002057 0.000000 0.000000
0.002105 0.000000 0.000000
0.002153 0.000000 0.000000
0.002200 0.000000 0.000000
0.002248 0.000000 0.000000
0.002296 0.000000 0.000000
0.002344 0.000000 0.000000
0.002392 0.000000 0.000000
0.002440 0.000000 0.000000
0.002487 0.000000 0.000000
0.002535 0.000000 0.000000
0.002583 0.000000 0.000000
0.002631 0.000000 0.000000
0.002679 0.000000 0.000000
0.002727 0.000000 0.000000
0.002774 0.000000 0.000000
0.002822 0.000000 0.000000
0.002870 0.000000 0.000000
0.002918 0.000000 0.000000
0.002966 0.000000 0.000000
0.003014 0.000000 0.000000
0.003061 0.000000 0.000000
0.003109 0.000000 0.000000
0.003157 0.000000 0.000000
0.003205 0.000000 0.000000
0.003253 0.000000 0.000000
0.003301 0.000000 0.000000
0.003348 0.000000 0.000000
0.003396 0.000000 0.000000
0.003444 0.000000 0.000000
0.003492 0.000000 0.000000
0.003540 0.000000 0.000000
0.003588 0.000000 0.000000
0.003635 0.000000 0.000000
0.003683 0.000000 0.000000
0.003731 0.000000 0.000000
0.003779 0.000000 0.000000
0.003827 0.000000 0.000000
0.003875 0.000000 0.000000
0.003922 0.000000 0.000000
0.003970 0.000000 0.000000
0.004018 0.000000 0.000000
0.004066 0.000000 0.000000
0.004114 0.000000 0.000000
0.004162 0.000000 0.000000
0.004209 0.000000 0.000000
0.004257 0.000000 0.000000
0.004305 0.000000 0.000000
0.004353 0.000000 0.000000
0.004401 0.000000 0.000000
0.004449 0.000000 0.000000
0.004496 0.000000 0.000000
0.004544 0.000000 0.000000
0.004592 0.000000 0.000000
0.004640 0.000000 0.000000
0.004688 0.000000 0.000000
0.004736 0.000000 0.000000
0.004783 0.000000 0.000000
0.004831 0.000000 0.000000
0.004879 0.000000 0.000000
0.004927 0.000000 0.000000
0.004975 0.000000 0.000000
0.005023 0.000000 0.000000
0.005070 0.000000 0.000000
0.005118 0.000000 0.000000
0.005166 0.000000 0.000000
0.005214 0.000000 0.000000
0.005262 0.000000 0.000000
0.005310 0.000000 0.000000
0.005357 0.000000 0.000000
0.005405 0.000000 0.000000
0.005453 0.000000 0.000000
0.005501 0.000000 0.000000
0.005549 0.000000 0.000000
0.005597 0.000000 0.000000
0.005644 0.000000 0.000000
0.005692 0.000000 0.000000
0.005740 0.000000 0.000000
0.005788 0.000000 0.000000
0.005836 0.000000 0.000000
0.005884 0.000000 0.000000
0.005931 0.000000 0.000000
0.005979 0.000000 0.000000
0.006027 0.000000 0.000000
0.006075 0.000000 0.000000
0.006123 0.000000 0.000000
0.006171 0.000000 0.000000
0.006218 0.000000 0.000000
0.006266 0.000000 0.000000
0.006314 0.000000 0.000000
0.006362 0.000000 0.000000
0.006410 0.000000 0.000000
0.006458 0.000000 0.000000
0.006505 0.000000 0.000000
0.006553 0.000000 0.000000
0.006601 0.000000 0.000000
0.006649 0.000000 0.000000
0.006697 0.000000 0.000000
0.006745 0.000000 0.000000
0.006792 0.000000 0.000000
0.006840 0.000000 0.000000
0.006888 0.000000 0.000000
0.006936 0.000000 0.000000
0.006984 0.000000 0.000000
0.007032 0.000000 0.000000
0.007079 0.000000 0.000000
0.007127 0.000000 0.000000
0.007175 0.000000 0.000000
0.007223 0.000000 0.000000
0.007271 0.000000 0.000000
0.007319 0.000000 0.000000
0.007366 0.000000 0.000000
0.007414 0.000000 0.000000
0.007462 0.000000 0.000000
0.007510 0.000000 0.000000
0.007558 0.000000 0.000000
0.007606 0.000000 0.000000
0.007653 0.000000 0.000000
0.007701 0.000000 0.000000
0.007749 0.000000 0.000000
0.007797 0.000000 0.000000
0.007845 0.000000 0.000000
0.007893 0.000000 0.000000
0.007940 0.000000 0.000000
0.007988 0.000000 0.000000
0.008036 0.000000 0.000000
0.008084 0.000000 0.000000
0.008132 0.000000 0.000000
0.008180 0.000000 0.000000
0.008227 0.000000 0.000000
0.008275 0.000000 0.000000
0.008323 0.000000 0.000000
0.008371 0.000000 0.000000
0.008419 0.000000 0.000000
0.008467 0.000000 0.000000
0.008514 0.000000 0.000000
0.008562 0.000000 0.000000
0.008610 0.000000 0.000000
0.008658 0.000000 0.000000
0.008706 0.000000 0.000000
0.008754 0.000000 0.000000
0.008801 0.000000 0.000000
0.008849 0.000000 0.000000
0.008897 0.000000 0.000000
0.008945 0.000000 0.000000
0.008993 0.000000 0.000000
0.009041 0.000000 0.000000
0.009088 0.000000 0.000000
0.009136 0.000000 0.000000
0.009184 0.000000 0.000000
0.009232 0.000000 0.000000
0.009280 0.000000 0.000000
0.009328 0.000000 0.000000
0.009375 0.000000 0.000000
0.009423 0.000000 0.000000
0.009471 0.000000 0.000000
0.009519 0.000000 0.000000
0.009567 0.000000 0.000000
0.009615 0.000000 0.000000
0.009662 0.000000 0.000000
0.009710 0.000000 0.000000
0.009758 0.000000 0.000000
0.009806 0.000000 0.000000
0.009854 0.000000 0.000000
0.009902 0.000000 0.000000
0.009949 0.000000 0.000000
0.009997 0.000000 0.000000
0.010045 0.000000 0.000000
0.010093 0.000000 0.000000
0.010141 0.000000 0.000000
0.010189 0.000000 0.000000
0.010236 0.000000 0.000000
0.010284 0.000000 0.000000
0.010332 0.000000 0.000000
0.010380 0.000000 0.000000
0.010428 0.000000 0.000000
0.010476 0.000000 0.000000
0.010523 0.000000 0.000000
0.010571 0.000000 0.000000
0.010619 0.000000 0.000000
0.010667 0.000000 0.000000
0.010715 0.000000 0.000000
0.010763 0.000000 0.000000
0.010810 0.000000 0.000000
0.010858 0.000000 0.000000
0.010906 0.000000 0.000000
0.010954 0.000000 0.000000
0.011002 0.000000 0.000000
0.011050 0.000000 0.000000
0.011097 0.000000 0.000000
0.011145 0.000000 0.000000
0.011193 0.000000 0.000000
0.011241 0.000000 0.000000
0.011289 0.000000 0.000000
0.011337 0.000000 0.000000
0.011384 0.000000 0.000000
0.011432 0.000000 0.000000
0.011480 0.000000 0.000000
0.011528 0.000000 0.000000
0.011576 0.000000 0.000000
0.011624 0.000000 0.000000
0.011671 0.000000 0.000000
0.011719 0.000000 0.000000
0.011767 0.000000 0.000000
0.011815 0.000000 0.000000
0.011863 0.000000 0.000000
0.011911 0.000000 0.000000
0.011958 0.000000 0.000000
0.012006 0.000000 0.000000
0.012054 0.000000 0.000000
0.012102 0.000000 0.000000
0.012150 0.000000 0.000000
0.012198 0.000000 0.000000
0.012245 0.000000 0.000000
0.012293 0.000000 0.000000
0.012341 0.000000 0.000000
0.012389 0.000000 0.000000
0.012437 0.000000 0.000000
0.012485 0.000000 0.000000
0.012532 0.000000 0.000000
0.012580 0.000000 0.000000
0.012628 0.000000 0.000000
0.012676 0.000000 0.000000
0.012724 0.000000 0.000000
0.012772 0.000000 0.000000
0.012819 0.000000 0.000000
0.012867 0.000000 0.000000
0.012915 0.000000 0.000000
0.012963 0.000000 0.000000
0.013011 0.000000 0.000000
0.013059 0.000000 0.000000
0.013106 0.000000 0.000000
0.013154 0.000000 0.000000
0.013202 0.000000 0.000000
0.013250 0.000000 0.000000
0.013298 0.000000 0.000000
0.013346 0.000000 0.000000
0.013394 0.000000 0.000000
0.013441 0.000000 0.000000
0.013489 0.000000 0.000000
0.013537 0.000000 0.000000
0.013585 0.000000 0.000000
0.013633 0.000000 0.000000
0.013681 0.000000 0.000000
0.013728 0.000000 0.000000
0.013776 0.000000 0.000000
0.013824 0.000000 0.000000
0.013872 0.000000 0.000000
0.013920 0.000000 0.000000
0.013968 0.000000 0.000000
0.014015 0.000000 0.000000
0.014063 0.000000 0.000000
0.014111 0.000000 0.000000
0.014159 0.000000 0.000000
0.014207 0.000000 0.000000
0.014255 0.000000 0.000000
0.014302 0.000000 0.000000
0.014350 0.000000 0.000000
0.014398 0.000000 0.000000
0.014446 0.000000 0.000000
0.014494 0.000000 0.000000
0.014542 0.000000 0.000000
0.014589 0.000000 0.000000
0.014637 0.000000 0.000000
0.014685 0.000000 0.000000
0.014733 0.000000 0.000000
0.014781 0.000000 0.000000
0.014829 0.000000 0.000000
0.014876 0.000000 0.000000
0.014924 0.000000 0.000000
0.014972 0.000000 0.000000
0.015020 0.000000 0.000000
0.015068 0.000000 0.000000
0.015116 0.000000 0.000000
0.015163 0.000000 0.000000
0.015211 0.000000 0.000000
0.015259 0.000000 0.000000
0.015307 0.000000 0.000000
0.015355 0.000000 0.000000
0.015403 0.000000 0.000000
0.015450 0.000000 0.000000
0.015498 0.000000 0.000000
0.015546 0.000000 0.000000
0.015594 0.000000 0.000000
0.015642 0.000000 0.000000
0.015690 0.000000 0.000000
0.015737 0.000000 0.000000
0.015785 0.000000 0.000000
0.015833 0.000000 0.000000
0.015881 0.000000 0.000000
0.015929 0.000000 0.000000
0.015977 0.000000 0.000000
0.016024 0.000000 0.000000
0.016072 0.000000 0.000000
0.016120 0.000000 0.000000
0.016168 0.000000 0.000000
0.016216 0.000000 0.000000
0.016264 0.000000 0.000000
0.016311 0.000000 0.000000
0.016359 0.000000 0.000000
0.016407 0.000000 0.000000
0.016455 0.000000 0.000000
0.016503 0.000000 0.000000
0.016551 0.000000 0.000000
0.016598 0.000000 0.000000
0.016646 0.000000 0.000000
0.016694 0.000000 0.000000
0.016742 0.000000 0.000000
0.016790 0.000000 0.000000
0.016838 0.000000 0.000000
0.016885 0.000000 0.000000
0.016933 0.000000 0.000000
0.016981 0.000000 0.000000
0.017029 0.000000 0.000000
0.017077 0.000000 0.000000
0.017125 0.000000 0.000000
0.017172 0.000000 0.000000
0.017220 0.000000 0.000000
0.017268 0.000000 0.000000
0.017316 0.000000 0.000000
0.017364 0.000000 0.000000
0.017412 0.000000 0.000000
0.017459 0.000000 0.000000
0.017507 0.000000 0.000000
0.017555 0.000000 0.000000
0.017603 0.000000 0.000000
0.017651 0.000000 0.000000
0.017699 0.000000 0.000000
0.017746 0.000000 0.000000
0.017794 0.000000 0.000000
0.017842 0.000000 0.000000
0.017890 0.000000 0.000000
0.017938 0.000000 0.000000
0.017986 0.000000 0.000000
0.018033 0.000000 0.000000
0.018081 0.000000 0.000000
0.018129 0.000000 0.000000
0.018177 0.000000 0.000000
0.018225 0.000000 0.000000
0.018273 0.000000 0.000000
0.018320 0.000000 0.000000
0.018368 0.000000 0.000000
0.018416 0.000000 0.000000
0.018464 0.000000 0.000000
0.018512 0.000000 0.000000
0.018560 0.000000 0.000000
0.018607 0.000000 0.000000
0.018655 0.000000 0.000000
0.018703 0.000000 0.000000
0.018751 0.000000 0.000000
0.018799 0.000000 0.000000
0.018847 0.000000 0.000000
0.018894 0.000000 0.000000
0.018942 0.000000 0.000000
0.018990 0.000000 0.000000
0.019038 0.000000 0.000000
0.019086 0.000000 0.000000
0.019134 0.000000 0.000000
0.019181 0.000000 0.000000
0.019229 0.000000 0.000000
0.019277 0.000000 0.000000
0.019325 0.000000 0.000000
0.019373 0.000000 0.000000
0.019421 0.000000 0.000000
0.019468 0.000000 0.000000
0.019516 0.000000 0.000000
0.019564 0.000000 0.000000
0.019612 0.000000 0.000000
0.019660 0.000000 0.000000
0.019708 0.000000 0.000000
0.019755 0.000000 0.000000
0.019803 0.000000 0.000000
0.019851 0.000000 0.000000
0.019899 0.000000 0.000000
0.019947 0.000000 0.000000
0.019995 0.000000 0.000000
0.020042 0.000000 0.000000
0.020090 0.000000 0.000000
0.020138 0.000000 0.000000
0.020186 0.000000 0.000000
0.020234 0.000000 0.000000
0.020282 0.000000 0.000000
0.020329 0.000000 0.000000
0.020377 0.000000 0.000000
0.020425 0.000000 0.000000
0.020473 0.000000 0.000000
0.020521 0.000000 0.000000
0.020569 0.000000 0.000000
0.020616 0.000000 0.000000
0.020664 0.000000 0.000000
0.020712 0.000000 0.000000
0.020760 0.000000 0.000000
0.020808 0.000000 0.000000
0.020856 0.000000 0.000000
0.020903 0.000000 0.000000
0.020951 0.000000 0.000000
0.020999 0.000000 0.000000
